City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Kaeo,-35.1,173.7833,14.85,62,66,2.38,NZ,1663391078
297,Bac Lieu,9.285,105.7244,30.6,65,38,6.37,VN,1663391056
298,Toshkivka,48.7791,38.579,15.88,79,68,2.24,UA,1663391079
299,Lakinsk,56.0193,39.9485,9.92,86,19,3.62,RU,1663391079
300,Yucca Valley,34.1142,-116.4322,24.29,34,0,3.58,US,1663391079
301,Galle,6.0367,80.217,27.97,72,89,5.49,LK,1663391079
302,Sagarejo,41.734,45.3315,18.24,44,1,0.99,GE,1663391080
303,San Juan Del Sur,11.2529,-85.8705,24.45,92,100,2.92,NI,1663391080
304,Pullman,46.7313,-117.1796,14.13,60,0,0.0,US,1663391080
305,Roma,43.2128,-75.4557,13.82,93,0,0.45,US,1663391080
306,Puerto Baquerizo Moreno,-0.9,-89.6,18.79,81,4,4.46,EC,1663391080
307,Blagoveshchenka,52.8333,79.8667,14.76,37,1,5.77,RU,1663391081
308,Qazvin,36.2797,50.0049,22.25,30,0,2.0,IR,1663391081
309,Hwange,-18.3693,26.5019,18.94,40,0,1.04,ZW,1663391081
310,Durres,41.3231,19.4414,23.1,89,82,5.24,AL,1663391081
311,Kaoma,-14.7833,24.8,17.03,49,6,2.99,ZM,1663391082
312,Yumen,40.2833,97.2,24.0,18,3,6.18,CN,1663391082
313,Lagarto,-10.9172,-37.65,18.38,94,0,0.62,BR,1663391082
314,Avera,33.194,-82.5271,19.73,70,0,2.74,US,1663391082
315,Neuquen,-38.9516,-68.0591,10.79,44,81,8.83,AR,1663390862
316,Bambous Virieux,-20.3428,57.7575,24.01,72,19,7.6,MU,1663391083
317,Upernavik,72.7868,-56.1549,0.72,81,9,7.22,GL,1663391083
318,Mogok,22.9167,96.5,22.54,92,55,0.93,MM,1663391083
319,Benghazi,32.1167,20.0667,24.51,54,0,2.94,LY,1663391084
320,Anori,-3.7728,-61.6442,25.69,68,77,1.08,BR,1663391084
321,Cabra,37.4725,-4.4421,19.96,60,0,0.74,ES,1663391084
322,Alice Springs,-23.7,133.8833,23.75,23,0,3.6,AU,1663390808
323,Victoria,22.2855,114.1577,34.98,61,5,3.58,HK,1663391006
324,Esperance,-33.8667,121.9,17.39,60,22,6.72,AU,1663391085
325,Tasiilaq,65.6145,-37.6368,4.09,97,100,4.97,GL,1663391085
326,Kenora,49.8167,-94.4337,12.1,100,100,5.81,CA,1663391085
327,Metlika,45.6472,15.3142,12.31,97,100,2.29,SI,1663391085
328,Whitehorse,60.7161,-135.0538,6.84,53,66,2.24,CA,1663391086
329,Nicoya,10.1483,-85.452,23.04,98,100,0.98,CR,1663391086
330,Kano,12.0001,8.5167,22.16,90,100,3.92,NG,1663391086
331,Yulara,-25.2406,130.9889,24.22,14,0,2.1,AU,1663391043
332,Port Hedland,-20.3167,118.5667,34.03,10,32,4.12,AU,1663390822
333,Domoni,-12.2569,44.5319,23.54,74,46,2.18,KM,1663391087
334,Batticaloa,7.7102,81.6924,29.37,64,35,2.19,LK,1663391087
335,Dinguiraye,11.3,-10.7167,20.79,95,100,1.16,GN,1663391087
336,Ixtapa,20.7,-105.2,25.13,94,100,0.0,MX,1663391088
337,El Dorado,38.7666,-120.5177,17.02,78,0,1.34,US,1663391088
338,Severo-Kurilsk,50.6789,156.125,11.38,73,34,7.6,RU,1663391088
339,Alanya,36.5438,31.9998,22.07,54,0,2.0,TR,1663391088
340,Coracora,-15.0333,-73.7833,5.94,47,6,1.28,PE,1663391089
341,Taltal,-25.4,-70.4833,12.09,81,23,1.1,CL,1663391089
342,Narsaq,60.9167,-46.05,15.12,75,100,5.79,GL,1663391089
343,Catanzaro,38.8908,16.5987,21.2,81,66,4.72,IT,1663391090
344,Nishihara,26.1842,127.7558,29.03,89,100,13.89,JP,1663390801
345,Buchanan,5.8808,-10.0467,24.24,89,100,3.74,LR,1663391090
346,Vila Velha,-20.3297,-40.2925,18.97,97,100,6.26,BR,1663391090
347,Acarau,-2.8856,-40.12,25.14,79,44,6.57,BR,1663391091
348,Odweyne,9.4092,45.064,22.73,60,100,8.87,SO,1663391092
349,Mildura,-34.2,142.15,15.6,82,75,8.75,AU,1663390800
350,San Luis,-33.295,-66.3356,18.0,26,100,6.39,AR,1663391045
351,Havelock,34.8791,-76.9013,21.64,90,0,1.98,US,1663391092
352,Tsogni,-2.7942,10.0988,22.56,89,97,1.2,GA,1663391092
353,Coquimbo,-29.9533,-71.3436,11.85,87,100,1.54,CL,1663391093
354,Angoche,-16.2325,39.9086,24.31,66,0,1.25,MZ,1663391093
355,Barra Patuca,15.8,-84.2833,26.18,88,92,2.98,HN,1663391093
356,Beira,-19.8436,34.8389,20.63,83,2,2.62,MZ,1663391093
357,Veinticinco De Mayo,-35.4323,-60.1727,15.55,78,100,0.89,AR,1663391093
358,Leh,34.1667,77.5833,15.0,41,22,2.95,IN,1663391094
359,Alyangula,-13.8483,136.4192,29.45,58,23,4.21,AU,1663391094
360,Tigil,57.8,158.6667,10.21,51,49,5.39,RU,1663391094
361,Tagusao,9.1924,117.8141,29.46,69,100,4.81,PH,1663391095
362,Krasnystaw,50.9846,23.1742,8.11,84,82,3.38,PL,1663391095
363,Rondonopolis,-16.4708,-54.6356,24.2,57,10,0.44,BR,1663391095
364,Kavieng,-2.5744,150.7967,29.57,62,28,5.15,PG,1663391096
365,The Pas,53.8251,-101.2541,9.53,71,100,1.83,CA,1663391096
366,Ranfurly,-45.1333,170.1,12.84,57,77,0.86,NZ,1663391096
367,Kosh-Agach,50.0,88.6667,5.62,51,63,2.57,RU,1663391096
368,Suna,57.8338,50.0588,9.43,88,96,4.78,RU,1663391096
369,Rakoshyno,48.4671,22.5969,11.35,89,100,1.79,UA,1663391097
370,Kichera,55.9375,110.0997,12.39,38,7,3.36,RU,1663391097
371,Nome,64.5011,-165.4064,10.04,82,100,16.46,US,1663391097
372,Marsa Matruh,31.3525,27.2453,22.41,64,0,1.77,EG,1663391097
373,Katobu,-4.9408,122.5276,32.9,46,78,0.99,ID,1663391098
374,Kushima,31.4583,131.2333,27.26,92,100,8.51,JP,1663391098
375,Belmonte,-15.8631,-38.8828,21.31,85,0,2.06,BR,1663391099
376,Jiquilisco,13.3167,-88.5833,24.88,91,100,1.45,SV,1663391099
377,Coihaique,-45.5752,-72.0662,-0.66,86,0,1.03,CL,1663391099
378,Egvekinot,66.3167,-179.1667,3.84,87,100,9.4,RU,1663391099
379,Matara,5.9485,80.5353,29.1,65,86,5.59,LK,1663391099
380,Palu,-0.8917,119.8707,31.19,66,100,1.63,ID,1663390912
381,Namibe,-15.1961,12.1522,18.32,90,64,1.47,AO,1663391100
382,Gola Bazar,26.3431,83.3553,28.92,78,100,3.4,IN,1663391101
383,Anadyr,64.75,177.4833,6.28,86,100,11.0,RU,1663391101
384,Ullapool,57.8987,-5.1604,10.75,90,99,3.04,GB,1663391101
385,Zemio,5.0314,25.1361,20.48,96,100,0.24,CF,1663391101
386,Port Dover,42.7834,-80.1997,16.44,89,100,3.67,CA,1663391102
387,San Ramon,37.7799,-121.978,16.26,81,0,4.63,US,1663391102
388,Loding,67.3,14.75,8.69,92,100,2.57,NO,1663391103
389,Sumenep,-7.0167,113.8667,30.64,54,54,6.24,ID,1663391103
390,Okhotsk,59.3833,143.3,11.88,42,0,4.03,RU,1663391103
391,Garowe,8.4054,48.4845,26.31,55,31,10.08,SO,1663391104
392,Cancun,21.1743,-86.8466,23.96,100,40,0.0,MX,1663391104
393,Votkinsk,57.0486,53.9872,9.87,79,49,2.96,RU,1663391104
394,Druskininkai,54.0167,23.9667,8.25,69,98,5.56,LT,1663391104
395,Port Said,31.2565,32.2841,26.14,64,43,3.26,EG,1663391105
396,Lafiagi,8.8667,5.4167,22.7,95,99,1.39,NG,1663391105
397,Tarangnan,11.9009,124.7459,30.13,66,98,3.65,PH,1663391106
398,Port Blair,11.6667,92.75,28.31,76,99,7.31,IN,1663391106
399,Marawi,7.9986,124.2928,30.23,47,85,1.74,PH,1663390936
400,Benoy,8.9833,16.3199,21.44,98,100,2.11,TD,1663391106
401,La Ronge,55.1001,-105.2842,11.05,69,85,3.28,CA,1663391107
402,Uva,56.9908,52.1852,11.12,80,83,3.24,RU,1663391107
403,Tenenkou,14.4572,-4.9169,25.05,65,61,3.82,ML,1663391108
404,Asfi,32.2994,-9.2372,20.07,89,12,3.6,MA,1663391109
405,Bilibino,68.0546,166.4372,1.49,72,100,4.85,RU,1663391109
406,Deputatskiy,69.3,139.9,1.14,83,75,2.24,RU,1663391109
407,Lima,-12.0432,-77.0282,14.39,86,26,3.55,PE,1663391039
408,Kamenka,51.3223,42.7678,14.97,84,66,4.5,RU,1663391109
409,Kutum,14.2,24.6667,19.98,83,97,6.89,SD,1663391110
410,Yambio,4.5721,28.3955,19.99,98,62,1.01,SS,1663391110
411,Havre-Saint-Pierre,50.2334,-63.5986,9.26,63,100,7.6,CA,1663391110
412,Osmaniye,37.0742,36.2478,26.11,61,0,0.79,TR,1663391110
413,Noumea,-22.2763,166.4572,28.99,99,10,6.39,NC,1663391090
414,Guatire,10.4762,-66.5427,21.95,95,98,1.24,VE,1663391111
415,Sorong,-0.8833,131.25,28.08,75,100,3.0,ID,1663391111
416,Elizabeth City,36.2946,-76.2511,16.01,93,0,0.0,US,1663391111
417,Chapais,49.7834,-74.8492,4.16,80,4,1.13,CA,1663391112
418,Puerto Escondido,15.85,-97.0667,25.92,87,99,6.2,MX,1663391112
419,Terra Santa,-2.1042,-56.4869,25.59,62,46,0.73,BR,1663391112
420,Sibolga,1.7427,98.7792,29.15,67,66,2.77,ID,1663391113
421,Mahibadhoo,3.7833,72.9667,27.58,69,3,2.27,MV,1663391113
422,Lavrentiya,65.5833,-171.0,6.55,94,100,13.88,RU,1663391113
423,Pangkalanbuun,-2.6833,111.6167,30.05,68,100,1.04,ID,1663391113
424,Vakhrushev,48.9833,142.9667,14.97,73,100,1.84,RU,1663391114
425,Las Vegas,36.175,-115.1372,28.57,22,0,3.6,US,1663391114
426,Kuah,6.3265,99.8432,28.81,68,70,4.02,MY,1663391114
427,West Plains,36.7281,-91.8524,20.46,85,0,1.54,US,1663391115
428,Qasigiannguit,68.8193,-51.1922,2.14,96,91,0.38,GL,1663391115
429,Yar-Sale,66.8333,70.8333,11.83,63,100,5.49,RU,1663391115
430,Lasa,46.6166,10.7002,10.94,96,100,4.25,IT,1663391116
431,Makat,47.6469,53.3463,21.85,36,96,7.34,KZ,1663391116
432,Wahiawa,21.5028,-158.0236,24.93,82,75,0.0,US,1663391116
433,Kamensk-Shakhtinskiy,48.3178,40.2595,17.15,84,100,3.55,RU,1663390887
434,Tacuarembo,-31.7333,-55.9833,11.27,86,98,4.2,UY,1663391117
435,Jinchang,38.4953,102.1739,21.95,43,4,3.71,CN,1663390877
436,Olafsvik,64.8945,-23.7142,9.0,81,100,1.96,IS,1663391117
437,Selma,36.5708,-119.6121,24.03,64,0,0.0,US,1663391117
438,Omsukchan,62.5333,155.8,0.98,83,100,3.79,RU,1663391118
439,Maturin,9.75,-63.1767,22.76,97,100,1.8,VE,1663391118
440,Preobrazheniye,42.9019,133.9064,16.56,98,100,3.64,RU,1663391118
441,Fergus Falls,46.283,-96.0776,15.99,95,0,0.0,US,1663391119
442,Cabo San Lucas,22.8909,-109.9124,30.03,75,2,0.89,MX,1663391119
443,Tiarei,-17.5333,-149.3333,26.01,66,11,10.85,PF,1663391119
444,Homer,59.6425,-151.5483,12.11,71,100,4.02,US,1663391119
445,Visby,57.6409,18.296,13.12,82,75,6.17,SE,1663391120
446,Taoudenni,22.6783,-3.9836,30.45,19,0,3.98,ML,1663391120
447,New Castle,41.0037,-80.347,17.27,95,100,0.0,US,1663391120
448,Dudinka,69.4058,86.1778,2.57,61,100,3.14,RU,1663391120
449,Leopold,-38.1833,144.4667,13.36,71,75,10.29,AU,1663391072
450,Panorama,40.5878,23.0315,22.72,78,43,0.45,GR,1663391121
451,Chokurdakh,70.6333,147.9167,3.72,62,94,1.21,RU,1663391121
452,San Angelo,31.4638,-100.437,26.61,61,0,4.12,US,1663391122
453,Davila,18.4726,120.5763,29.1,71,92,6.8,PH,1663391122
454,Moville,42.4889,-96.0725,21.94,66,56,4.01,US,1663391122
455,Presidente Medici,-11.1753,-61.9014,27.17,43,52,1.07,BR,1663391122
456,Gannan,47.9147,123.5031,22.76,41,57,2.88,CN,1663390955
457,Yeppoon,-23.1333,150.7333,28.1,55,64,2.59,AU,1663391123
458,Tiznit,29.5833,-9.5,17.94,88,77,2.02,MA,1663391123
459,Timizart,36.8,4.2667,19.2,75,4,1.34,DZ,1663391124
460,Los Llanos De Aridane,28.6585,-17.9182,21.86,81,0,4.12,ES,1663391124
461,Altoona,40.5187,-78.3947,17.43,91,67,0.6,US,1663391125
462,Buta,2.7858,24.73,20.79,99,100,0.7,CD,1663391125
463,Kapit,2.0167,112.9333,30.65,68,96,0.21,MY,1663390922
464,Barra Do Corda,-5.5,-45.25,23.45,80,34,2.29,BR,1663391125
465,Orotukan,62.2667,151.7,5.16,51,98,3.41,RU,1663391125
466,Naryan-Mar,67.6713,53.087,10.11,85,99,3.57,RU,1663391125
467,Kalabo,-14.97,22.6814,17.3,41,58,2.81,ZM,1663391126
468,Nealtican,19.05,-98.4167,13.98,88,96,3.35,MX,1663391126
469,Vredendal,-31.6683,18.5012,11.77,92,63,0.89,ZA,1663391126
470,Birao,10.2849,22.7882,20.4,98,100,1.54,CF,1663391127
471,Solnechnyy,50.7214,136.6319,12.53,78,100,3.46,RU,1663391127
472,Belyy Yar,53.6039,91.3903,13.25,40,0,3.0,RU,1663391127
473,Baykit,61.67,96.37,9.57,55,82,3.49,RU,1663391128
474,Port-Cartier,50.0334,-66.8654,8.75,66,82,6.08,CA,1663391128
475,Nueve De Julio,-35.4444,-60.8831,15.54,71,100,2.68,AR,1663391128
476,Stornoway,58.2093,-6.3865,9.98,87,75,4.63,GB,1663391128
477,Mulki,13.1,74.8,25.6,94,75,0.0,IN,1663391129
478,Halifax,44.6453,-63.5724,11.92,65,22,1.34,CA,1663391129
479,Carrick-On-Suir,52.3492,-7.4131,10.05,93,9,2.08,IE,1663391129
480,Zhangye,38.9342,100.4517,24.96,28,0,1.7,CN,1663390930
481,Rosarito,32.3333,-117.0333,19.67,77,0,1.66,MX,1663391129
482,Brewster,41.3973,-73.6171,17.17,85,20,1.54,US,1663391130
483,Vuktyl,63.8567,57.3094,11.69,62,98,3.76,RU,1663391130
484,Sakakah,29.9697,40.2064,28.49,21,0,4.76,SA,1663391130
485,Chokwe,-24.5333,32.9833,21.54,57,0,3.44,MZ,1663391130
486,Jaen,38.0,-3.5,18.98,55,7,0.39,ES,1663391131
487,Broken Hill,-31.95,141.4333,15.03,45,68,11.47,AU,1663391131
488,Nouadhibou,20.931,-17.0347,22.43,81,0,9.03,MR,1663391131
489,Jalingo,8.8833,11.3667,22.03,96,100,1.85,NG,1663391131
490,Verkhnyaya Inta,65.9811,60.3094,12.51,63,100,1.71,RU,1663391132
491,Beyneu,45.3167,55.2,21.43,37,86,4.57,KZ,1663391132
492,Vila,42.0304,-8.1588,12.49,92,93,1.77,PT,1663391132
493,Kashan,33.9831,51.4364,26.75,26,0,3.41,IR,1663391132
494,Clermont,49.5,2.4167,8.73,75,47,4.38,FR,1663391132
495,Zaporizhzhya,47.8167,35.1833,16.78,78,37,1.68,UA,1663391133
496,Ust-Shonosha,61.1531,41.343,9.69,96,100,4.91,RU,1663391133
497,Llangefni,53.2556,-4.3106,12.07,80,100,2.06,GB,1663391133
498,Maralal,1.0968,36.698,15.55,69,35,2.15,KE,1663391134
499,Kota Tinggi,1.7381,103.8999,30.16,61,98,3.09,MY,1663391134
500,Isla Mujeres,21.2311,-86.731,24.03,83,100,4.13,MX,1663391134
501,Maragogi,-9.0122,-35.2225,22.94,72,31,2.25,BR,1663391134
502,Bengkulu,-3.8004,102.2655,28.36,71,77,3.46,ID,1663390841
503,Praia Da Vitoria,38.7333,-27.0667,20.98,92,50,4.14,PT,1663391135
504,Azangaro,-14.9167,-70.2167,7.51,71,95,2.7,PE,1663391135
505,San Quintin,30.4833,-115.95,19.78,82,2,4.48,MX,1663391082
506,Praya,14.9215,-23.5087,24.93,83,57,4.08,CV,1663391135
507,Ornskoldsvik,63.2909,18.7153,10.53,100,100,4.63,SE,1663390897
508,Carupano,10.6678,-63.2585,25.38,88,97,2.64,VE,1663391123
509,San Pablo,14.0669,121.3258,30.5,53,76,4.9,PH,1663391136
510,Kawalu,-7.3817,108.2082,27.66,69,84,2.7,ID,1663391137
511,Hammerfest,70.6634,23.6821,7.25,100,100,6.69,NO,1663391137
512,Minbu,20.1833,94.8833,31.96,58,64,2.99,MM,1663391137
513,Palmer,42.1584,-72.3287,13.25,83,48,1.73,US,1663390964
514,Silver City,32.7701,-108.2803,21.49,39,100,3.6,US,1663391138
515,Lovington,32.944,-103.3485,24.54,58,27,2.24,US,1663391138
516,Saint-Joseph,-21.3667,55.6167,23.21,73,22,6.54,RE,1663391138
517,Ust-Tsilma,65.441,52.1498,10.62,76,97,3.16,RU,1663391138
518,Luanda,-8.8368,13.2343,20.0,100,75,0.51,AO,1663391140
519,Barcelos,41.5388,-8.6151,21.62,90,81,1.42,PT,1663391140
520,Methoni,36.8197,21.7049,22.9,85,1,6.58,GR,1663391140
521,Carmarthen,51.8555,-4.3054,9.53,93,20,2.06,GB,1663391141
522,Hami,42.8,93.45,25.26,11,0,0.95,CN,1663390909
523,Ambilobe,-13.2,49.05,25.89,47,1,3.05,MG,1663391141
524,Hedaru,-4.5,37.9,19.71,79,91,1.87,TZ,1663391141
525,Haimen,23.1935,116.6142,30.55,61,0,2.64,CN,1663391141
526,Hay River,60.8156,-115.7999,11.43,74,63,2.78,CA,1663391142
527,Sainte-Claire,46.6006,-70.8649,8.01,92,0,1.08,CA,1663391142
528,Port Hardy,50.6996,-127.4199,11.09,84,100,0.83,CA,1663391142
529,Yenagoa,4.9247,6.2642,23.39,93,100,0.89,NG,1663391142
530,Wattegama,6.7989,81.4808,33.77,39,8,2.49,LK,1663391143
531,Furano,43.2818,142.4743,20.75,73,100,2.94,JP,1663391143
532,Farafangana,-22.8167,47.8333,20.68,84,95,4.6,MG,1663391143
533,Grand Gaube,-20.0064,57.6608,24.1,63,1,3.58,MU,1663391144
534,Praia,14.9215,-23.5087,24.93,83,57,4.08,CV,1663391135
535,Fort Wellington,6.4,-57.6,26.86,87,100,4.36,GY,1663391145
536,Santiago Del Estero,-27.7951,-64.2615,20.21,22,68,6.09,AR,1663391146
537,Chimbote,-9.0853,-78.5783,16.77,87,78,3.42,PE,1663391147
538,Richmond,37.5538,-77.4603,17.31,92,0,0.0,US,1663391094
539,Boden,65.8252,21.6886,10.0,92,100,5.22,SE,1663391147
540,Bozoum,6.3193,16.3799,19.07,97,97,1.61,CF,1663391147
541,Burns Lake,54.2331,-125.7533,5.16,68,73,1.37,CA,1663391148
542,Povenets,62.8487,34.8262,9.25,91,87,1.86,RU,1663391148
543,Menongue,-14.6585,17.691,13.36,44,10,1.74,AO,1663391148
544,Tikapur,28.5,81.1333,28.17,76,81,2.02,NP,1663391139
545,Fare,-16.7,-151.0167,25.46,72,54,9.81,PF,1663391148
546,Moultrie,31.1799,-83.7891,23.87,83,75,1.54,US,1663391098
547,North Bend,43.4065,-124.2243,13.95,91,0,2.06,US,1663391149
548,Havoysund,70.9963,24.6622,8.13,91,100,12.78,NO,1663391149
549,Marystown,47.1666,-55.1483,12.65,86,75,6.57,CA,1663391150
550,Kabompo,-13.5927,24.2008,16.68,46,45,2.21,ZM,1663391150
551,Honningsvag,70.9821,25.9704,7.86,93,100,11.32,NO,1663391150
552,Mpanda,-6.3655,31.0409,21.4,48,11,2.55,TZ,1663391151
553,Imeni Poliny Osipenko,52.4201,136.4853,9.99,86,100,0.89,RU,1663391151
554,Kjollefjord,70.9457,27.3465,8.03,93,100,8.23,NO,1663391151
555,Berdigestyakh,62.0989,126.6992,8.54,74,100,4.38,RU,1663391151
556,Salinopolis,-0.6136,-47.3561,25.87,84,78,4.96,BR,1663391152
557,Punta Alta,-38.8759,-62.0736,17.56,48,100,8.42,AR,1663391152
558,Chicla,-11.705,-76.2686,5.11,92,98,0.67,PE,1663391153
559,Batu Gajah,4.4692,101.0411,32.11,54,38,0.79,MY,1663391153
560,Ancud,-41.8697,-73.8203,2.9,78,47,3.06,CL,1663391153
561,Tabas,33.5959,56.9244,30.12,10,0,0.46,IR,1663391154
562,Lebedinyy,58.5167,125.5167,8.92,44,73,1.03,RU,1663391154
563,Athabasca,54.7169,-113.2854,11.99,75,80,2.3,CA,1663391154
564,Sao Miguel Do Araguaia,-13.275,-50.1628,29.1,25,42,1.15,BR,1663391154
565,Aksay,47.26,39.87,20.14,93,98,3.13,RU,1663391155
566,Huarmey,-10.0681,-78.1522,17.12,87,88,3.57,PE,1663391155
567,Yuzhno-Kurilsk,44.0306,145.8556,17.41,95,100,4.31,RU,1663391156
568,Santa Ana,33.7456,-117.8678,22.86,81,0,1.54,US,1663391156
569,Ampanihy,-24.7,44.75,23.79,44,0,4.8,MG,1663391156
570,Adre,13.4667,22.2,22.3,86,100,3.96,TD,1663391157
571,Luan,46.3592,6.9759,6.35,87,92,0.45,CH,1663391157
572,Umm Lajj,25.0213,37.2685,29.05,51,4,5.56,SA,1663391157
573,Bardoli,21.1167,73.1167,27.86,84,81,4.07,IN,1663391157
574,Trelew,-43.249,-65.3051,6.95,79,98,4.81,AR,1663391122
575,Batavia,41.85,-88.3126,22.17,81,0,2.57,US,1663391158
576,Emba,48.8264,58.1442,18.14,69,89,1.72,KZ,1663391158
577,Pumiao,22.75,108.4833,33.36,48,1,1.92,CN,1663390919
578,Algiers,36.7525,3.042,17.9,77,20,2.06,DZ,1663390872
579,Rocha,-34.4833,-54.3333,11.12,87,47,4.5,UY,1663391158
580,Guiyang,26.5833,106.7167,26.81,63,72,3.62,CN,1663391159
581,Batagay-Alyta,67.8006,130.4114,7.75,32,73,7.78,RU,1663391159
582,Altay,47.8667,88.1167,13.95,31,1,2.83,CN,1663391160
583,Krasnorechenskiy,44.6265,135.3532,12.3,100,100,1.85,RU,1663391160
584,Byron Bay,-28.65,153.6167,27.62,49,100,5.22,AU,1663390963
585,Pasni,25.2631,63.471,27.29,78,81,1.59,PK,1663391160
586,Umea,63.8284,20.2597,9.96,100,100,3.6,SE,1663391161
587,Lata,40.1629,-8.3327,18.37,93,98,0.88,PT,1663391161
588,Izumo,35.3667,132.7667,29.18,69,100,4.52,JP,1663390923
589,Nodeland,58.1552,7.8358,10.39,71,0,1.03,NO,1663391161
590,Dehloran,32.6941,47.2679,33.75,10,0,0.21,IR,1663391161
591,Ayan,56.45,138.1667,11.56,57,3,5.32,RU,1663391162
592,Apt,43.8833,5.4,13.16,57,31,10.08,FR,1663391162
593,Zhaotong,27.3167,103.7167,22.66,69,95,0.99,CN,1663391162
